	0
LOC109409343	0
LOC109409346	0
LOC109409347	0
LOC109409350	0
LOC109409352	0
LOC109409353	0
LOC109409354	0
LOC109409358	0
LOC109409359	0
LOC109409360	0
LOC109409361	0
LOC109409366	0
LOC109409370	0
LOC109409372	0
LOC109409374	0
LOC109409377	0
LOC109409378	0
LOC109409381	0
LOC109409388	0
LOC109409390	0
LOC109409392	0
LOC109409395	0
LOC109409396	0
LOC109409397	0
LOC109409399	0
LOC109409402	0
LOC109409405	0
LOC109409409	0
LOC109409410	0
LOC109409413	0
LOC109409415	1
LOC109409418	0
LOC109409419	0
LOC109409420	0
LOC109409421	19
LOC109409423	0
LOC109409426	0
LOC109409427	0
LOC109409428	0
LOC109409429	0
LOC109409430	0
LOC109409431	0
LOC109409433	0
LOC109409434	0
LOC109409435	0
LOC109409436	0
LOC109409438	0
LOC109409440	1
LOC109409441	0
LOC109409443	0
LOC109409444	2
LOC109409445	0
LOC109409448	1
LOC109409450	0
LOC109409452	0
LOC109409456	0
LOC109409457	0
LOC109409458	3
LOC109409459	0
LOC109409461	1
LOC109409462	8
LOC109409465	0
LOC109409466	0
LOC109409467	0
LOC109409468	0
LOC109409469	0
LOC109409470	0
LOC109409472	1
LOC109409473	0
LOC109409476	0
LOC109409479	0
LOC109409480	1
LOC109409482	1
LOC109409483	0
LOC109409489	0
LOC109409490	5
LOC109409491	53
LOC109409494	1
LOC109409495	0
LOC109409499	0
LOC109409500	1
LOC109409501	0
LOC109409503	0
LOC109409507	0
LOC109409509	0
LOC109409513	0
LOC109409517	0
LOC109409518	0
LOC109409522	0
LOC109409527	1
LOC109409528	0
LOC109409529	0
LOC109409531	0
LOC109409532	0
LOC109409534	0
LOC109409535	2
LOC109409536	0
LOC109409537	0
LOC109409538	0
LOC109409539	0
LOC109409546	2
LOC109409548	0
LOC109409549	0
LOC109409553	4
LOC109409555	1
LOC109409558	0
LOC109409560	2
LOC109409561	1
LOC109409562	1
LOC109409564	0
LOC109409565	0
LOC109409567	2
LOC109409568	0
LOC109409570	2
LOC109409572	0
LOC109409573	0
LOC109409574	0
LOC109409575	0
LOC109409576	0
LOC109409577	0
LOC109409578	0
LOC109409579	0
LOC109409580	0
LOC109409582	0
LOC109409584	0
LOC109409585	0
LOC109409589	3
LOC109409590	0
LOC109409591	0
LOC109409592	0
LOC109409593	0
LOC109409594	0
LOC109409596	0
LOC109409598	0
LOC109409600	0
LOC109409604	0
LOC109409606	0
LOC109409607	0
LOC109409609	1
LOC109409613	0
LOC109409615	0
LOC109409620	2
LOC109409622	0
LOC109409623	0
LOC109409624	0
LOC109409625	0
LOC109409627	0
LOC109409628	0
LOC109409633	0
LOC109409635	0
LOC109409637	3
LOC109409649	0
LOC109409650	2
LOC109409652	0
LOC109409653	0
LOC109409654	0
LOC109409655	0
LOC109409656	0
LOC109409657	0
LOC109409658	0
LOC109409659	0
LOC109409660	0
LOC109409662	0
LOC109409663	0
LOC109409666	0
LOC109409667	0
LOC109409668	0
LOC109409669	0
LOC109409670	0
LOC109409672	0
LOC109409675	0
LOC109409676	0
LOC109409677	0
LOC109409678	0
LOC109409680	0
LOC109409681	0
LOC109409682	0
LOC109409683	0
LOC109409684	0
LOC109409686	0
LOC109409687	0
LOC109409688	0
LOC109409689	2
LOC109409690	0
LOC109409691	0
LOC109409692	5
LOC109409693	19
LOC109409696	5
LOC109409697	1
LOC109409698	3
LOC109409699	0
LOC109409700	1
LOC109409705	0
LOC109409707	0
LOC109409711	2
LOC109409715	1
LOC109409716	1
LOC109409719	12
LOC109409721	0
LOC109409724	3
LOC109409726	2
LOC109409728	0
LOC109409730	2
LOC109409731	0
LOC109409733	0
LOC109409734	0
LOC109409735	0
LOC109409736	0
LOC109409738	0
LOC109409739	0
LOC109409740	0
LOC109409741	0
LOC109409742	0
LOC109409744	0
LOC109409745	1
LOC109409746	0
LOC109409748	0
LOC109409749	0
LOC109409750	0
LOC109409751	0
LOC109409753	0
LOC109409755	0
LOC109409757	0
LOC109409759	0
LOC109409760	0
LOC109409761	0
LOC109409762	0
LOC109409765	0
LOC109409766	0
LOC109409767	0
LOC109409768	0
LOC109409772	0
LOC109409777	0
LOC109409780	0
LOC109409781	0
LOC109409784	0
LOC109409786	0
LOC109409788	16
LOC109409789	0
LOC109409791	0
LOC109409792	0
LOC109409793	0
LOC109409795	0
LOC109409797	0
LOC109409798	0
LOC109409799	0
LOC109409801	0
LOC109409802	0
LOC109409803	0
LOC109409808	0
LOC109409813	0
LOC109409837	0
LOC109409838	0
LOC109409839	2
LOC109409840	1
LOC109409842	0
LOC109409843	0
LOC109409845	0
LOC109409847	1
LOC109409848	0
LOC109409849	0
LOC109409851	0
LOC109409852	1
LOC109409853	0
LOC109409854	0
LOC109409855	0
LOC109409856	3
LOC109409857	8
LOC109409861	0
LOC109409862	0
LOC109409864	0
LOC109409866	7
LOC109409867	2
LOC109409868	0
LOC109409870	0
LOC109409872	0
LOC109409873	0
LOC109409882	0
LOC109409883	0
LOC109409885	0
LOC109409886	0
LOC109409889	0
LOC109409890	0
LOC109409893	0
LOC109409894	0
LOC109409897	0
LOC109409901	192
LOC109409903	0
LOC109409904	0
LOC109409911	0
LOC109409913	0
LOC109409914	4
LOC109409915	0
LOC109409916	0
LOC109409917	0
LOC109409918	0
LOC109409921	0
LOC109409922	2
LOC109409924	0
LOC109409926	0
LOC109409930	0
LOC109409933	0
LOC109409934	0
LOC109409942	0
LOC109409943	0
LOC109409945	0
LOC109409947	0
LOC109409948	0
LOC109409950	0
LOC109409956	0
LOC109409963	1
LOC109409964	0
LOC109409965	0
LOC109409967	0
LOC109409968	0
LOC109409969	0
LOC109409970	0
LOC109409972	0
LOC109409973	24
LOC109409975	0
LOC109409978	0
LOC109409979	0
LOC109409980	1
LOC109409984	1
LOC109409986	0
LOC109409987	0
LOC109409988	0
LOC109409989	0
LOC109409990	0
LOC109409992	1
LOC109409995	0
LOC109409998	0
LOC109410000	0
LOC109410002	0
LOC109410004	0
LOC109410005	0
LOC109410006	2
LOC109410007	0
LOC109410008	1
LOC109410012	0
LOC109410014	0
LOC109410015	0
LOC109410016	0
LOC109410017	5
LOC109410018	2
LOC109410019	4
LOC109410020	0
LOC109410021	0
LOC109410022	0
LOC109410025	0
LOC109410029	0
LOC109410030	0
LOC109410035	0
LOC109410038	0
LOC109410039	0
LOC109410041	0
LOC109410042	0
LOC109410045	0
LOC109410046	0
LOC109410047	0
LOC109410048	0
LOC109410049	0
LOC109410051	0
LOC109410052	0
LOC109410053	0
LOC109410054	0
LOC109410055	0
LOC109410056	0
LOC109410057	0
LOC109410062	0
LOC109410063	0
LOC109410067	18
LOC109410069	0
LOC109410072	3
LOC109410075	0
LOC109410076	0
LOC109410077	0
LOC109410078	0
LOC109410079	0
LOC109410080	3
LOC109410081	0
LOC109410083	0
LOC109410084	0
LOC109410088	0
LOC109410089	0
LOC109410090	0
LOC109410092	0
LOC109410095	1
LOC109410096	0
LOC109410097	0
LOC109410099	0
LOC109410100	0
LOC109410103	0
LOC109410106	0
LOC109410112	0
LOC109410119	0
LOC109410121	0
LOC109410123	0
LOC109410124	0
LOC109410125	1
LOC109410126	0
LOC109410127	0
LOC109410129	0
LOC109410131	0
LOC109410132	4
LOC109410133	3
LOC109410134	0
LOC109410136	0
LOC109410138	0
LOC109410141	0
LOC109410143	0
LOC109410144	0
LOC109410145	0
LOC109410146	0
LOC109410147	0
LOC109410149	0
LOC109410153	0
LOC109410155	0
LOC109410156	1
LOC109410157	2
LOC109410160	0
LOC109410161	1
LOC109410165	1
LOC109410166	0
LOC109410168	2
LOC109410169	0
LOC109410171	0
LOC109410173	0
LOC109410175	0
LOC109410178	0
LOC109410184	0
LOC109410186	0
LOC109410189	0
LOC109410191	0
LOC109410192	0
LOC109410193	0
LOC109410194	0
LOC109410195	1
LOC109410197	0
LOC109410199	0
LOC109410200	0
LOC109410201	0
LOC109410202	7
LOC109410203	1
LOC109410204	0
LOC109410205	0
LOC109410206	0
LOC109410207	1
LOC109410208	0
LOC109410209	0
LOC109410213	0
LOC109410214	0
LOC109410215	0
LOC109410216	0
LOC109410217	0
LOC109410219	0
LOC109410220	0
LOC109410221	0
LOC109410223	0
LOC109410226	0
LOC109410228	0
LOC109410229	0
LOC109410231	0
LOC109410232	0
LOC109410233	0
LOC109410234	0
LOC109410237	0
LOC109410239	0
LOC109410240	0
LOC109410241	0
LOC109410244	0
LOC109410246	0
LOC109410247	3
LOC109410250	0
LOC109410251	0
LOC109410253	0
LOC109410255	0
LOC109410259	0
LOC109410260	0
LOC109410266	0
LOC109410267	0
LOC109410268	0
LOC109410269	0
LOC109410272	0
LOC109410273	0
LOC109410274	0
LOC109410275	0
LOC109410276	0
LOC109410278	0
LOC109410282	0
LOC109410283	1
LOC109410284	0
LOC109410287	0
LOC109410290	0
LOC109410291	1
LOC109410292	0
LOC109410293	0
LOC109410295	0
LOC109410298	0
LOC109410299	0
LOC109410300	0
LOC109410301	0
LOC109410302	0
LOC109410305	0
LOC109410306	0
LOC109410308	0
LOC109410309	0
LOC109410310	0
LOC109410311	1
LOC109410314	0
LOC109410315	0
LOC109410318	0
LOC109410319	0
LOC109410320	1
LOC109410321	0
LOC109410322	0
LOC109410324	0
LOC109410325	0
LOC109410326	0
LOC109410328	0
LOC109410329	0
LOC109410330	0
LOC109410332	0
LOC109410336	0
LOC109410337	0
LOC109410338	13
LOC109410340	10
LOC109410341	0
LOC109410342	0
LOC109410343	1
LOC109410345	5
LOC109410346	0
LOC109410347	0
LOC109410350	0
LOC109410351	0
LOC109410352	0
LOC109410353	0
LOC109410354	0
LOC109410355	1
LOC109410356	0
LOC109410363	1
LOC109410364	1
LOC109410365	0
LOC109410370	0
LOC109410371	0
LOC109410372	1
LOC109410373	1
LOC109410375	0
LOC109410380	0
LOC109410391	1
LOC109410392	6
LOC109410394	0
LOC109410397	7
LOC109410398	0
LOC109410403	0
LOC109410407	0
LOC109410409	0
LOC109410413	0
LOC109410416	0
LOC109410418	6
LOC109410419	0
LOC109410420	0
LOC109410421	0
LOC109410422	0
LOC109410423	1
LOC109410424	0
LOC109410425	0
LOC109410427	0
LOC109410428	0
LOC109410429	0
LOC109410431	0
LOC109410432	1
LOC109410433	0
LOC109410436	0
LOC109410437	0
LOC109410438	0
LOC109410439	0
LOC109410440	4
LOC109410441	0
LOC109410442	0
LOC109410443	0
LOC109410444	0
LOC109410445	0
LOC109410446	0
LOC109410447	1
LOC109410449	5
LOC109410451	0
LOC109410452	0
LOC109410453	0
LOC109410458	0
LOC109410459	1
LOC109410461	0
LOC109410462	14
LOC109410463	0
LOC109410464	0
LOC109410465	0
LOC109410466	0
LOC109410467	0
LOC109410470	0
LOC109410471	0
LOC109410472	0
LOC109410474	0
LOC109410479	0
LOC109410480	4
LOC109410481	0
LOC109410482	0
LOC109410483	0
LOC109410486	0
LOC109410489	0
LOC109410494	0
LOC109410497	0
LOC109410500	0
LOC109410502	0
LOC109410505	0
LOC109410507	0
LOC109410512	0
LOC109410514	0
LOC109410517	7
LOC109410520	0
LOC109410522	2
LOC109410523	0
LOC109410525	0
LOC109410526	0
LOC109410527	0
LOC109410528	0
LOC109410530	0
LOC109410531	0
LOC109410532	0
LOC109410535	0
LOC109410537	2
LOC109410539	0
LOC109410542	0
LOC109410544	0
LOC109410546	0
LOC109410547	0
LOC109410548	1
LOC109410549	0
LOC109410550	0
LOC109410552	1
LOC109410554	16
LOC109410556	0
LOC109410558	0
LOC109410559	1
LOC109410560	0
LOC109410561	0
LOC109410562	0
LOC109410563	0
LOC109410564	0
LOC109410565	0
LOC109410566	0
LOC109410568	2
LOC109410569	0
LOC109410570	0
LOC109410574	2
LOC109410575	1
LOC109410578	0
LOC109410579	1
LOC109410581	0
LOC109410588	0
LOC109410590	0
LOC109410591	0
LOC109410592	0
LOC109410593	0
LOC109410594	0
LOC109410595	0
LOC109410597	0
LOC109410599	0
LOC109410608	0
LOC109410610	0
LOC109410611	0
LOC109410612	1
LOC109410613	0
LOC109410614	0
LOC109410615	2
LOC109410616	0
LOC109410617	1
LOC109410618	1
LOC109410619	0
LOC109410622	0
LOC109410623	0
LOC109410624	0
LOC109410625	0
LOC109410626	1
LOC109410628	0
LOC109410629	0
LOC109410630	2
LOC109410631	0
LOC109410633	0
LOC109410636	0
LOC109410638	0
LOC109410639	3
LOC109410640	0
LOC109410641	20
LOC109410643	0
LOC109410645	3
LOC109410646	0
LOC109410648	0
LOC109410649	0
LOC109410650	3
LOC109410652	0
LOC109410654	1
LOC109410655	0
LOC109410656	0
LOC109410657	0
LOC109410659	0
LOC109410661	0
LOC109410662	0
LOC109410664	2
LOC109410665	3
LOC109410666	0
LOC109410667	1
LOC109410673	0
LOC109410674	1
LOC109410675	0
LOC109410676	0
LOC109410678	0
LOC109410679	0
LOC109410687	0
LOC109410688	0
LOC109410689	0
LOC109410690	0
LOC109410691	0
LOC109410692	0
LOC109410693	1
LOC109410700	0
LOC109410707	0
LOC109410708	0
LOC109410710	0
LOC109410711	0
LOC109410712	0
LOC109410713	0
LOC109410717	0
LOC109410718	0
LOC109410719	1
LOC109410720	1
LOC109410722	0
LOC109410723	0
LOC109410727	0
LOC109410728	0
LOC109410730	1
LOC109410731	0
LOC109410732	0
LOC109410733	12
LOC109410735	0
LOC109410739	1
LOC109410740	0
LOC109410742	0
LOC109410743	0
LOC109410744	1
LOC109410746	0
LOC109410749	3
LOC109410752	1
LOC109410753	0
LOC109410756	15
LOC109410759	2
LOC109410760	1
LOC109410762	0
LOC109410769	0
LOC109410770	0
LOC109410771	0
LOC109410772	0
LOC109410773	0
LOC109410775	3
LOC109410777	0
LOC109410778	0
LOC109410780	2
LOC109410784	0
LOC109410785	0
LOC109410789	0
LOC109410791	0
LOC109410792	0
LOC109410793	0
LOC109410794	21
LOC109410795	26
LOC109410796	0
LOC109410797	0
LOC109410798	0
LOC109410801	0
LOC109410802	0
LOC109410805	0
LOC109410812	0
LOC109410814	0
LOC109410815	0
LOC109410817	0
LOC109410818	0
LOC109410819	0
LOC109410820	0
LOC109410822	0
LOC109410823	0
LOC109410825	0
LOC109410826	0
LOC109410828	1
LOC109410829	0
LOC109410831	0
LOC109410832	0
LOC109410834	0
LOC109410835	0
LOC109410837	0
LOC109410841	0
LOC109410843	0
LOC109410844	0
LOC109410846	0
LOC109410847	0
LOC109410886	0
LOC109410887	1
LOC109410888	0
LOC109410889	0
LOC109410890	0
LOC109410891	0
LOC109410892	1
LOC109410893	1
LOC109410894	2
LOC109410897	0
LOC109410898	0
LOC109410901	14
LOC109410903	0
LOC109410905	0
LOC109410906	1
LOC109410907	0
LOC109410908	0
LOC109410910	0
LOC109410911	0
LOC109410912	0
LOC109410918	0
LOC109410920	0
LOC109410921	0
LOC109410925	0
LOC109410929	0
LOC109410933	0
LOC109410934	0
LOC109410936	0
LOC109410939	0
LOC109410943	0
LOC109410944	0
LOC109410968	0
LOC109410996	0
LOC109411012	1
LOC109411025	1
LOC109411026	3
LOC109411030	0
LOC109411032	0
LOC109411035	0
LOC109411036	0
LOC109411037	0
LOC109411038	0
LOC109411039	0
LOC109411040	0
LOC109411041	0
LOC109411042	0
LOC109411044	0
LOC109411045	0
LOC109411046	0
LOC109411047	0
LOC109411048	0
LOC109411049	0
LOC109411052	1
LOC109411053	0
LOC109411055	0
LOC109411056	3
LOC109411057	0
LOC109411060	0
LOC109411061	0
LOC109411065	0
LOC109411066	0
LOC109411068	0
LOC109411069	0
LOC109411070	0
LOC109411071	0
LOC109411074	0
LOC109411076	0
LOC109411077	0
LOC109411078	0
LOC109411079	0
LOC109411083	0
LOC109411084	0
LOC109411085	0
LOC109411086	0
LOC109411089	0
LOC109411091	0
LOC109411095	0
LOC109411096	0
LOC109411098	1
LOC109411099	0
LOC109411103	0
LOC109411104	0
LOC109411105	0
LOC109411109	0
LOC109411110	0
LOC109411111	0
LOC109411112	0
LOC109411113	0
LOC109411115	0
LOC109411116	0
LOC109411117	0
LOC109411119	0
LOC109411123	1
LOC109411124	0
LOC109411125	0
LOC109411126	0
LOC109411127	0
LOC109411128	0
LOC109411129	0
LOC109411130	0
LOC109411131	0
LOC109411132	0
LOC109411133	0
LOC109411134	0
LOC109411136	0
LOC109411137	0
LOC109411138	1
LOC109411141	0
LOC109411142	0
LOC109411143	0
LOC109411146	2
LOC109411150	0
LOC109411151	1
LOC109411152	0
LOC109411153	0
LOC109411155	0
LOC109411157	0
LOC109411158	0
LOC109411159	0
LOC109411160	1
LOC109411161	0
LOC109411163	0
LOC109411164	0
LOC109411166	0
LOC109411169	0
LOC109411170	0
LOC109411171	0
LOC109411172	0
LOC109411175	0
LOC109411176	0
LOC109411177	0
LOC109411178	0
LOC109411179	0
LOC109411181	0
LOC109411182	0
LOC109411188	2
LOC109411189	1
LOC109411190	0
LOC109411191	0
LOC109411193	13
LOC109411201	0
LOC109411202	0
LOC109411206	0
LOC109411207	0
LOC109411213	0
LOC109411214	0
LOC109411215	0
LOC109411216	0
LOC109411217	0
LOC109411218	0
LOC109411219	0
LOC109411221	5
LOC109411222	1
LOC109411223	0
LOC109411224	3
LOC109411225	3
LOC109411226	0
LOC109411227	0
LOC109411228	0
LOC109411229	0
LOC109411230	3
LOC109411231	1
LOC109411232	0
LOC109411233	0
LOC109411234	0
LOC109411235	0
LOC109411236	0
LOC109411237	0
LOC109411242	0
LOC109411244	0
LOC109411245	0
LOC109411246	2
LOC109411247	0
LOC109411248	0
LOC109411249	1
LOC109411250	1
LOC109411251	0
LOC109411253	1
LOC109411254	0
LOC109411260	0
LOC109411271	0
LOC109411272	2
LOC109411273	0
LOC109411274	0
LOC109411275	0
LOC109411276	0
LOC109411277	0
LOC109411279	0
LOC109411280	0
LOC109411282	2
LOC109411283	0
LOC109411284	0
LOC109411286	0
LOC109411287	4
LOC109411288	1
LOC109411290	0
LOC109411292	0
LOC109411293	0
LOC109411294	0
LOC109411295	0
LOC109411296	0
LOC109411297	0
LOC109411298	0
LOC109411299	0
LOC109411303	1
LOC109411305	0
LOC109411306	0
LOC109411312	0
LOC109411313	0
LOC109411315	0
LOC109411318	0
LOC109411319	0
LOC109411327	0
LOC109411329	0
LOC109411330	0
LOC109411331	0
LOC109411332	0
LOC109411334	1
LOC109411335	0
LOC109411336	0
LOC109411338	0
LOC109411339	0
LOC109411341	0
LOC109411342	0
LOC109411343	0
LOC109411344	0
LOC109411345	0
LOC109411349	0
LOC109411351	0
LOC109411352	0
LOC109411357	0
LOC109411358	0
LOC109411362	0
LOC109411363	0
LOC109411364	0
LOC109411373	0
LOC109411377	0
LOC109411382	0
LOC109411383	0
LOC109411384	0
LOC109411403	1
LOC109411405	0
LOC109411406	0
LOC109411408	0
LOC109411409	0
LOC109411414	0
LOC109411415	2
LOC109411416	0
LOC109411417	0
LOC109411418	0
LOC109411419	0
LOC109411420	0
LOC109411421	0
LOC109411422	0
LOC109411423	0
LOC109411427	2
LOC109411428	0
LOC109411429	0
LOC109411431	0
LOC109411432	2
LOC109411433	0
LOC109411435	0
LOC109411436	0
LOC109411437	0
LOC109411439	0
LOC109411441	1
LOC109411446	2
LOC109411447	0
LOC109411450	1
LOC109411451	2
LOC109411453	0
LOC109411457	3
LOC109411460	0
LOC109411461	0
LOC109411462	0
LOC109411464	1
LOC109411467	5
LOC109411468	4
LOC109411476	0
LOC109411478	0
LOC109411479	0
LOC109411481	0
LOC109411482	0
LOC109411487	0
LOC109411492	46
LOC109411495	0
LOC109411496	0
LOC109411497	9
LOC109411498	3
LOC109411499	0
LOC109411503	0
LOC109411504	0
LOC109411505	0
LOC109411507	0
LOC109411508	0
LOC109411514	0
LOC109411515	0
LOC109411517	0
LOC109411521	0
LOC109411522	0
LOC109411523	0
LOC109411525	0
LOC109411527	0
LOC109411528	0
LOC109411530	0
LOC109411532	1
LOC109411533	0
LOC109411534	0
LOC109411535	0
LOC109411537	3
LOC109411538	0
LOC109411539	0
LOC109411542	0
LOC109411545	0
LOC109411548	0
LOC109411549	0
LOC109411550	1
LOC109411551	0
LOC109411553	1
LOC109411554	0
LOC109411563	0
LOC109411565	1
LOC109411566	13
LOC109411570	1
LOC109411574	0
LOC109411575	0
LOC109411577	0
LOC109411581	5
LOC109411583	0
LOC109411584	0
LOC109411588	0
LOC109411589	2
LOC109411591	2
LOC109411595	0
LOC109411598	0
LOC109411600	0
LOC109411602	1
LOC109411603	0
LOC109411604	0
LOC109411605	2
LOC109411608	2
LOC109411611	0
LOC109411613	4
LOC109411614	0
LOC109411616	0
LOC109411617	0
LOC109411618	0
LOC109411619	0
LOC109411620	0
LOC109411621	1
LOC109411623	0
LOC109411624	0
LOC109411625	0
LOC109411627	0
LOC109411628	0
LOC109411629	0
LOC109411630	1
LOC109411631	2
LOC109411632	0
LOC109411634	0
LOC109411636	0
LOC109411637	0
LOC109411639	2
LOC109411640	1
LOC109411642	0
LOC109411644	0
LOC109411646	0
LOC109411654	0
LOC109411655	3
LOC109411657	0
LOC109411659	0
LOC109411660	0
LOC109411662	0
LOC109411665	0
LOC109411667	0
LOC109411671	0
LOC109411673	0
LOC109411674	1
LOC109411675	37
LOC109411676	3
LOC109411678	1
LOC109411679	1
LOC109411680	0
LOC109411681	1
LOC109411682	0
LOC109411683	106
LOC109411684	0
LOC109411685	1
LOC109411686	2
LOC109411688	0
LOC109411689	0
LOC109411690	0
LOC109411691	1
LOC109411692	0
LOC109411693	0
LOC109411694	0
LOC109411695	0
LOC109411696	1
LOC109411698	1
LOC109411700	0
LOC109411701	2
LOC109411702	8
LOC109411704	2
LOC109411705	0
LOC109411708	15
LOC109411710	0
LOC109411711	0
LOC109411712	4
LOC109411713	7
LOC109411714	168
LOC109411719	0
LOC109411721	4
LOC109411723	1
LOC109411724	2
LOC109411726	1
LOC109411727	3
LOC109411730	0
LOC109411732	2
LOC109411733	115
LOC109411734	1
LOC109411735	4
LOC109411737	5
LOC109411738	3
LOC109411739	0
LOC109411740	1
LOC109411746	0
LOC109411747	0
LOC109411748	0
LOC109411750	0
LOC109411751	131
LOC109411753	192
LOC109411754	2
LOC109411757	0
LOC109411759	0
LOC109411763	0
LOC109411764	0
LOC109411765	0
LOC109411769	0
LOC109411770	0
LOC109411777	0
LOC109411780	0
LOC109411781	3
LOC109411786	0
LOC109411788	0
LOC109411791	0
LOC109411800	0
LOC109411803	0
LOC109411807	2
LOC109411808	0
LOC109411809	0
LOC109411810	0
LOC109411811	3
LOC109411815	4
LOC109411821	0
LOC109411823	0
LOC109411824	0
LOC109411826	0
LOC109411827	0
LOC109411828	0
LOC109411829	0
LOC109411830	0
LOC109411836	0
LOC109411839	0
LOC109411846	0
LOC109411847	0
LOC109411848	0
LOC109411850	0
LOC109411852	0
LOC109411853	0
LOC109411854	1
LOC109411856	0
LOC109411857	1
LOC109411859	1
LOC109411861	0
LOC109411862	0
LOC109411863	0
LOC109411867	0
LOC109411868	0
LOC109411869	0
LOC109411870	3
LOC109411871	0
LOC109411873	0
LOC109411874	3
LOC109411875	0
LOC109411876	0
LOC109411877	0
LOC109411878	0
LOC109411879	0
LOC109411881	2
LOC109411884	0
LOC109411885	0
LOC109411886	0
LOC109411887	0
LOC109411888	0
LOC109411889	0
LOC109411891	0
LOC109411896	0
LOC109411900	0
LOC109411902	0
LOC109411905	0
LOC109411908	0
LOC109411910	0
LOC109411911	0
LOC109411912	0
LOC109411915	0
LOC109411918	0
LOC109411919	0
LOC109411920	0
LOC109411923	0
LOC109411926	0
LOC109411927	0
LOC109411929	4
LOC109411933	1
LOC109411934	0
LOC109411935	1
LOC109411936	0
LOC109411937	0
LOC109411939	0
LOC109411940	1
LOC109411941	0
LOC109411942	0
LOC109411944	1
LOC109411945	0
LOC109411951	0
LOC109411954	3
LOC109411955	2
LOC109411959	0
LOC109411960	0
LOC109411962	7
LOC109411963	24
LOC109411968	1
LOC109411969	0
LOC109411970	0
LOC109411971	0
LOC109411974	0
LOC109411978	0
LOC109411979	0
LOC109411980	0
LOC109411981	0
LOC109411982	0
LOC109411983	0
LOC109411984	0
LOC109411995	0
LOC109411998	0
LOC109412001	0
LOC109412008	0
LOC109412010	0
LOC109412011	0
LOC109412012	0
LOC109412013	0
LOC109412014	0
LOC109412015	1
LOC109412016	0
LOC109412017	0
LOC109412018	0
LOC109412019	0
LOC109412020	0
LOC109412021	0
LOC109412024	0
LOC109412027	0
LOC109412028	0
LOC109412029	0
LOC109412033	9
LOC109412034	0
LOC109412035	0
LOC109412039	0
LOC109412040	0
LOC109412041	7
LOC109412042	2
LOC109412043	0
LOC109412044	0
LOC109412046	8
LOC109412047	0
LOC109412048	0
LOC109412049	0
LOC109412053	0
LOC109412054	0
LOC109412056	6
LOC109412057	4
LOC109412058	2
LOC109412060	0
LOC109412061	0
LOC109412062	0
LOC109412063	0
LOC109412064	0
LOC109412065	0
LOC109412067	0
LOC109412069	0
LOC109412071	0
LOC109412073	0
LOC109412075	0
LOC109412077	0
LOC109412083	0
LOC109412089	0
LOC109412090	0
LOC109412091	0
LOC109412092	0
LOC109412093	0
LOC109412094	0
LOC109412097	0
LOC109412098	0
LOC109412099	0
LOC109412100	0
LOC109412103	0
LOC109412104	0
LOC109412105	0
LOC109412106	0
LOC109412107	0
LOC109412109	0
LOC109412110	0
LOC109412111	0
LOC109412112	0
LOC109412113	35
LOC109412116	0
LOC109412120	0
LOC109412121	0
LOC109412122	0
LOC109412123	0
LOC109412124	0
LOC109412126	0
LOC109412129	1
LOC109412130	0
LOC109412132	0
LOC109412133	3
LOC109412134	0
LOC109412135	0
LOC109412136	0
LOC109412137	1
LOC109412138	1
LOC109412141	1
LOC109412143	0
LOC109412144	3
LOC109412145	8
LOC109412146	3
LOC109412148	1
LOC109412150	0
LOC109412153	0
LOC109412154	0
LOC109412155	1
LOC109412156	0
LOC109412158	0
LOC109412161	0
LOC109412164	0
LOC109412166	0
LOC109412170	0
LOC109412173	0
LOC109412180	0
LOC109412181	2
LOC109412183	2
LOC109412185	0
LOC109412190	0
LOC109412192	1
LOC109412205	0
LOC109412215	0
LOC109412221	0
LOC109412222	0
LOC109412232	0
LOC109412234	0
LOC109412235	0
LOC109412237	0
LOC109412239	0
LOC109412240	0
LOC109412242	1
LOC109412243	0
LOC109412245	0
LOC109412247	0
LOC109412253	0
LOC109412254	0
LOC109412255	0
LOC109412257	1
LOC109412260	0
LOC109412261	0
LOC109412265	0
LOC109412267	0
LOC109412269	0
LOC109412270	0
LOC109412271	0
LOC109412274	1
LOC109412278	0
LOC109412279	0
LOC109412281	0
LOC109412285	0
LOC109412286	1
LOC109412287	0
LOC109412297	0
LOC109412298	0
LOC109412303	0
LOC109412306	0
LOC109412308	0
LOC109412312	3
LOC109412315	1
LOC109412316	0
LOC109412317	2
LOC109412318	1
LOC109412320	0
LOC109412322	0
LOC109412326	0
LOC109412327	0
LOC109412329	0
LOC109412332	0
LOC109412333	0
LOC109412335	5
LOC109412337	0
LOC109412338	0
LOC109412339	0
LOC109412341	0
LOC109412343	3
LOC109412345	0
LOC109412348	1
LOC109412349	0
LOC109412350	0
LOC109412351	0
LOC109412353	2
LOC109412354	0
LOC109412362	0
LOC109412364	0
LOC109412366	0
LOC109412368	0
LOC109412369	0
LOC109412371	1
LOC109412372	1
LOC109412374	0
LOC109412376	0
LOC109412377	0
LOC109412379	0
LOC109412383	0
LOC109412392	0
LOC109412398	0
LOC109412399	0
LOC109412401	0
LOC109412405	1
LOC109412408	0
LOC109412409	0
LOC109412410	0
LOC109412411	0
LOC109412412	0
LOC109412418	0
LOC109412423	0
LOC109412426	0
LOC109412430	0
LOC109412431	0
LOC109412433	0
LOC109412434	11
LOC109412435	0
LOC109412436	0
LOC109412438	0
LOC109412439	0
LOC109412440	0
LOC109412441	0
LOC109412442	0
LOC109412448	0
LOC109412449	0
